1196132	MG100040
5954568	MG100041
3739644	MG100042
1686136	MG100043
1117934	MG100044
5053892	MG100045
2968492	MG100046
8640904	MG100047
447354	MG100048
6756	MG100049
4673222	MG100050
9305614	MG100051
7404216	MG100052
4446202	MG100053
3870698	MG100054
3444284	MG100055
7764316	MG100056
3700634	MG100057
7728812	MG100058
9794314	MG100059
424726	MG100060
6469306	MG100061
6392692	MG100062
6128578	MG100063
4964656	MG100064
10242400	MG100065
2860582	MG100066
852346	MG100067
7594220	MG100068
5770902	MG100069
6369982	MG100070
15703302	MG100071
6147226	MG100072
4420942	MG100073
979328	MG100074
2272808	MG100075
6975326	MG100076
3049098	MG100077
6186364	MG100078
8906534	MG100079
4812514	MG100080
5309970	MG100081
3665346	MG100082
5295258	MG100083
4101590	MG100084
3561572	MG100085
7933356	MG100086
847148	MG100087
3908810	MG100088
8063894	MG100089
383712	MG100090
5676576	MG100091
3155366	MG100092
10599374	MG100093
3802642	MG100094
35475552	MG100095
835536	MG100096
20341760	MG100097
1070480	MG100098
192176	MG100099
3042920	MG100100
6497190	MG100101
75158	MG100102
208240	MG100103
13762	MG100104
13315792	MG100105
3879620	MG100106
9848062	MG100107
25809762	MG100108
5359564	MG100109
13204816	MG100110
4952704	MG100111
161774	MG100112
3285550	MG100113
3747368	MG100114
30698	MG100115
3877048	MG100116
4726892	MG100117
6433932	MG100118
10356446	MG100119
6139208	MG100120
19538070	MG100121
8673158	MG100122
13289232	MG100123
8029838	MG100124
2604	MG100210
135420	MG100211
471488	MG100212
8852816	MG100213
407970	MG100214
1534086	MG100215
207216	MG100216
514450	MG100217
343656	MG100218
1722178	MG100219
465462	MG100220
